INSERT INTO `lucky_cooperation`.`t_alg_new_demand_plan` (`wh_dept_id`, `goods_id`, `predict_date`, `pred_shop_consume`, `pred_shop_order`, `pred_wh_consume`, `pred_wh_cg`, `update_time`) VALUES 
(326932, 83625, '2023-07-04', 27906, 200, 12726, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-07-04', 12389, 200, 28160, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-07-04', 28261, 200, 17224, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-07-05', 16711, 200, 12558, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-07-05', 17141, 200, 10695, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-07-05', 20615, 200, 12705, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-07-05', 27534, 200, 12208, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-07-05', 11233, 200, 11349, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-07-05', 15221, 200, 10900, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-07-06', 23029, 200, 18338, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-07-06', 15275, 200, 17628, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-07-06', 25321, 200, 14813, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-07-06', 17068, 200, 14011, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-07-06', 10878, 200, 25075, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-07-06', 11382, 200, 27197, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-07-07', 14956, 200, 23486, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-07-07', 21280, 200, 27996, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-07-07', 22551, 200, 27430, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-07-07', 10317, 200, 11062, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-07-07', 16766, 200, 27073, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-07-07', 25161, 200, 23197, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-07-08', 21068, 200, 13663, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-07-08', 28681, 200, 26204, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-07-08', 27567, 200, 11246, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-07-08', 25107, 200, 29448, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-07-08', 10529, 200, 28269, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-07-08', 16820, 200, 18134, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-07-09', 13468, 200, 16590, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-07-09', 29205, 200, 18136, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-07-09', 19560, 200, 20396, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-07-09', 18263, 200, 17568, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-07-09', 12225, 200, 12195, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-07-09', 19916, 200, 28616, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-07-10', 25067, 200, 24742, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-07-10', 28771, 200, 14404, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-07-10', 27848, 200, 19379, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-07-10', 12392, 200, 10733, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-07-10', 15378, 200, 29325, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-07-10', 17762, 200, 23943, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-07-11', 12565, 200, 29042, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-07-11', 13773, 200, 21132, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-07-11', 13663, 200, 23293, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-07-11', 11899, 200, 26518, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-07-11', 21643, 200, 15742, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-07-11', 28907, 200, 18350, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-07-12', 15776, 200, 27393, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-07-12', 11360, 200, 13457, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-07-12', 12685, 200, 21335, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-07-12', 22017, 200, 26252, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-07-12', 16239, 200, 25936, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-07-12', 22584, 200, 27276, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-07-13', 25945, 200, 17823, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-07-13', 15280, 200, 19564, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-07-13', 20937, 200, 11669, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-07-13', 21944, 200, 22246, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-07-13', 15914, 200, 23508, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-07-13', 21553, 200, 16390, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-07-14', 14276, 200, 15880, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-07-14', 13568, 200, 10557, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-07-14', 27977, 200, 29078, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-07-14', 16652, 200, 15821, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-07-14', 12976, 200, 26382, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-07-14', 20331, 200, 21749, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-07-15', 21489, 200, 29030, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-07-15', 23799, 200, 24568, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-07-15', 25284, 200, 11615, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-07-15', 26237, 200, 23410, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-07-15', 28339, 200, 26855, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-07-15', 20908, 200, 22048, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-07-16', 22355, 200, 19696, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-07-16', 20163, 200, 26115, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-07-16', 18107, 200, 23135, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-07-16', 24411, 200, 27569, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-07-16', 11052, 200, 14901, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-07-16', 12563, 200, 28055, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-07-17', 23169, 200, 11032, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-07-17', 23557, 200, 29863, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-07-17', 12727, 200, 21286, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-07-17', 29675, 200, 19289, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-07-17', 21759, 200, 29133, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-07-17', 15694, 200, 28658, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-07-18', 28664, 200, 10426, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-07-18', 26678, 200, 18013, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-07-18', 25476, 200, 17571, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-07-18', 17272, 200, 14174, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-07-18', 10546, 200, 17553, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-07-18', 10686, 200, 28967, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-07-19', 19223, 200, 21443, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-07-19', 27516, 200, 15511, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-07-19', 24238, 200, 26299, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-07-19', 13401, 200, 25186, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-07-19', 20552, 200, 18883, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-07-19', 28079, 200, 27487, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-07-20', 12319, 200, 23170, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-07-20', 28026, 200, 16308, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-07-20', 19552, 200, 16757, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-07-20', 27777, 200, 10321, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-07-20', 22665, 200, 11921, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-07-20', 10397, 200, 12386, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-07-21', 13723, 200, 21603, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-07-21', 25733, 200, 21008, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-07-21', 17024, 200, 25719, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-07-21', 11127, 200, 14697, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-07-21', 24498, 200, 26059, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-07-21', 22067, 200, 26279, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-07-22', 27137, 200, 12560, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-07-22', 10563, 200, 12865, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-07-22', 11347, 200, 19623, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-07-22', 10595, 200, 27262, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-07-22', 16365, 200, 25153, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-07-22', 17486, 200, 21181, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-07-23', 19624, 200, 16040, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-07-23', 11237, 200, 17497, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-07-23', 15950, 200, 27915, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-07-23', 22390, 200, 18405, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-07-23', 23421, 200, 13222, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-07-23', 11866, 200, 21229, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-07-24', 18499, 200, 28909, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-07-24', 22715, 200, 19749, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-07-24', 13631, 200, 18809, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-07-24', 25048, 200, 27648, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-07-24', 20413, 200, 23241, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-07-24', 19989, 200, 16780, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-07-25', 13913, 200, 14581, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-07-25', 19173, 200, 25350, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-07-25', 21737, 200, 27547, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-07-25', 12555, 200, 24427, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-07-25', 21127, 200, 14167, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-07-25', 16590, 200, 26292, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-07-26', 26866, 200, 10895, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-07-26', 28466, 200, 25282, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-07-26', 24065, 200, 25705, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-07-26', 15538, 200, 12321, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-07-26', 28201, 200, 18654, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-07-26', 19637, 200, 28340, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-07-27', 13104, 200, 14747, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-07-27', 10931, 200, 17359, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-07-27', 11969, 200, 25052, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-07-27', 18784, 200, 28912, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-07-27', 17389, 200, 26043, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-07-27', 24174, 200, 13793, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-07-28', 27335, 200, 16992, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-07-28', 20040, 200, 10781, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-07-28', 11227, 200, 28074, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-07-28', 17705, 200, 24033, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-07-28', 21340, 200, 15429, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-07-28', 15366, 200, 20224, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-07-29', 13880, 200, 19369, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-07-29', 19907, 200, 20639, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-07-29', 22198, 200, 12898, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-07-29', 15076, 200, 15322, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-07-29', 26683, 200, 13663, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-07-29', 14376, 200, 26832, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-07-30', 15804, 200, 13683, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-07-30', 27372, 200, 10159, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-07-30', 22311, 200, 10533, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-07-30', 28388, 200, 18360, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-07-30', 20813, 200, 18884, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-07-30', 18382, 200, 13106, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-07-31', 20927, 200, 19986, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-07-31', 21377, 200, 27948, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-07-31', 29386, 200, 20613, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-07-31', 15826, 200, 16176, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-07-31', 27909, 200, 13758, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-07-31', 11339, 200, 14012, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-08-01', 15991, 200, 22387, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-08-01', 23840, 200, 20114, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-08-01', 13084, 200, 24641, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-08-01', 18294, 200, 28900, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-08-01', 23525, 200, 15664, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-08-01', 11376, 200, 18308, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-08-02', 10529, 200, 21172, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-08-02', 26614, 200, 11711, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-08-02', 19280, 200, 26891, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-08-02', 28777, 200, 14446, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-08-02', 14359, 200, 20132, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-08-02', 27394, 200, 13878, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-08-03', 26043, 200, 15783, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-08-03', 29971, 200, 18340, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-08-03', 13302, 200, 14833, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-08-03', 10674, 200, 14196, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-08-03', 23420, 200, 24235, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-08-03', 20783, 200, 17563, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-08-04', 22486, 200, 13126, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-08-04', 15631, 200, 28583, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-08-04', 28781, 200, 19213, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-08-04', 12347, 200, 21117, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-08-04', 16135, 200, 16507, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-08-04', 22373, 200, 28250, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-08-05', 12655, 200, 10227, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-08-05', 24841, 200, 26315, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-08-05', 17662, 200, 29154, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-08-05', 22562, 200, 22867, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-08-05', 26731, 200, 14639, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-08-05', 13752, 200, 17795, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-08-06', 28506, 200, 13751, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-08-06', 26830, 200, 23993, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-08-06', 24441, 200, 16463, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-08-06', 28980, 200, 11332, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-08-06', 12999, 200, 25093, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-08-06', 21524, 200, 28581, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-08-07', 10413, 200, 17814, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-08-07', 13658, 200, 12152, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-08-07', 23824, 200, 21914, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-08-07', 16012, 200, 26357, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-08-07', 28691, 200, 17821, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-08-07', 17941, 200, 28744, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-08-08', 16474, 200, 28045, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-08-08', 11251, 200, 13277, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-08-08', 16173, 200, 21689, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-08-08', 18706, 200, 25038, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-08-08', 20132, 200, 24750, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-08-08', 25681, 200, 15894, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-08-09', 16935, 200, 17960, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-08-09', 16126, 200, 11170, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-08-09', 15043, 200, 26459, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-08-09', 23809, 200, 11763, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-08-09', 16831, 200, 10296, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-08-09', 18732, 200, 23946, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-08-10', 19393, 200, 16719, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-08-10', 11936, 200, 26906, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-08-10', 20814, 200, 11216, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-08-10', 24595, 200, 25836, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-08-10', 14402, 200, 13959, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-08-10', 11179, 200, 27478, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-08-11', 12560, 200, 18623, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-08-11', 10315, 200, 13621, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-08-11', 29210, 200, 22889, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-08-11', 13039, 200, 17846, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-08-11', 27585, 200, 17370, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-08-11', 16491, 200, 23608, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-08-12', 11225, 200, 14906, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-08-12', 12211, 200, 16831, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-08-12', 22201, 200, 28405, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-08-12', 22791, 200, 18473, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-08-12', 14072, 200, 19863, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-08-12', 16583, 200, 16595, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-08-13', 17127, 200, 27516, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-08-13', 16766, 200, 10034, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-08-13', 28933, 200, 13118, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-08-13', 18485, 200, 13747, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-08-13', 12482, 200, 11454, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-08-13', 11231, 200, 15266, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-08-14', 13973, 200, 11041, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-08-14', 18210, 200, 10811, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-08-14', 24724, 200, 28752, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-08-14', 22582, 200, 14813, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-08-14', 28540, 200, 10390, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-08-14', 20723, 200, 22161, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-08-15', 11307, 200, 28524, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-08-15', 20967, 200, 26534, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-08-15', 15462, 200, 29186, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-08-15', 21873, 200, 13446, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-08-15', 20681, 200, 23454, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-08-15', 17190, 200, 17510, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-08-16', 15613, 200, 21361, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-08-16', 15137, 200, 21555, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-08-16', 28579, 200, 24257, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-08-16', 12499, 200, 21982, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-08-16', 24099, 200, 13781, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-08-16', 24212, 200, 14234, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-08-17', 11649, 200, 16197, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-08-17', 19329, 200, 15910, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-08-17', 29413, 200, 19378, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-08-17', 25398, 200, 27551, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-08-17', 19735, 200, 10541, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-08-17', 26482, 200, 11495, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-08-18', 19955, 200, 22586, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-08-18', 25354, 200, 12647, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-08-18', 26573, 200, 20517, 400, '2023-08-28 15:56:37'),
(326932, 83625, '2023-08-18', 27302, 200, 11747, 400, '2023-08-28 15:56:37'),
(326327, 83625, '2023-08-18', 19568, 200, 10523, 400, '2023-08-28 15:56:37'),
(245770, 83625, '2023-08-18', 22952, 200, 15529, 400, '2023-08-28 15:56:37'),
(327193, 83625, '2023-08-19', 24165, 200, 28496, 400, '2023-08-28 15:56:37'),
(245971, 83625, '2023-08-19', 28270, 200, 12102, 400, '2023-08-28 15:56:37'),
(245871, 83625, '2023-08-19', 26414, 200, 23276, 400, '2023-08-28 15:56:37'),
