INSERT INTO `lucky_cooperation`.`t_bi_warehouse_shop_detail` (`record_date`, `wh_dept_id`, `self_num`, `agent_num`, `total_num`, `self_operating_num`, `agent_operating_num`, `total_operating_num`, `operating_rate`, `create_time`) VALUES
('2022-03-23', 245871, 125, 104, 229, 69, 63, 132, 0.9, '2023-06-01'),
('2022-03-23', 326932, 123, 51, 174, 167, 57, 224, 0.9, '2023-06-01'),
('2022-03-23', 326327, 189, 170, 359, 237, 77, 314, 0.9, '2023-06-01'),
('2022-03-23', -1, 193, 192, 385, 94, 16, 110, 0.9, '2023-06-01'),
('2022-03-24', 327193, 74, 27, 101, 123, 94, 217, 0.9, '2023-06-01'),
('2022-03-24', 245971, 298, 10, 308, 103, 64, 167, 0.9, '2023-06-01'),
('2022-03-24', 245871, 207, 62, 269, 174, 98, 272, 0.9, '2023-06-01'),
('2022-03-24', 326932, 61, 54, 115, 242, 164, 406, 0.9, '2023-06-01'),
('2022-03-24', 326327, 276, 162, 438, 286, 137, 423, 0.9, '2023-06-01'),
('2022-03-24', -1, 192, 110, 302, 139, 41, 180, 0.9, '2023-06-01'),
('2022-03-25', 327193, 213, 108, 321, 253, 207, 460, 0.9, '2023-06-01'),
('2022-03-25', 245971, 217, 23, 240, 289, 220, 509, 0.9, '2023-06-01'),
('2022-03-25', 245871, 203, 41, 244, 124, 115, 239, 0.9, '2023-06-01'),
('2022-03-25', 326932, 181, 169, 350, 208, 145, 353, 0.9, '2023-06-01'),
('2022-03-25', 326327, 219, 150, 369, 215, 174, 389, 0.9, '2023-06-01'),
('2022-03-25', -1, 270, 129, 399, 154, 76, 230, 0.9, '2023-06-01'),
('2022-03-26', 327193, 54, 43, 97, 259, 88, 347, 0.9, '2023-06-01'),
('2022-03-26', 245971, 176, 41, 217, 171, 122, 293, 0.9, '2023-06-01'),
('2022-03-26', 245871, 99, 36, 135, 162, 136, 298, 0.9, '2023-06-01'),
('2022-03-26', 326932, 265, 264, 529, 97, 63, 160, 0.9, '2023-06-01'),
('2022-03-26', 326327, 94, 25, 119, 138, 52, 190, 0.9, '2023-06-01'),
('2022-03-26', -1, 187, 79, 266, 258, 250, 508, 0.9, '2023-06-01'),
('2022-03-27', 327193, 278, 42, 320, 114, 73, 187, 0.9, '2023-06-01'),
('2022-03-27', 245971, 115, 60, 175, 203, 129, 332, 0.9, '2023-06-01'),
('2022-03-27', 245871, 81, 74, 155, 224, 64, 288, 0.9, '2023-06-01'),
('2022-03-27', 326932, 223, 84, 307, 164, 117, 281, 0.9, '2023-06-01'),
('2022-03-27', 326327, 147, 60, 207, 239, 216, 455, 0.9, '2023-06-01'),
('2022-03-27', -1, 77, 17, 94, 264, 257, 521, 0.9, '2023-06-01'),
('2022-03-28', 327193, 256, 75, 331, 156, 44, 200, 0.9, '2023-06-01'),
('2022-03-28', 245971, 254, 145, 399, 150, 90, 240, 0.9, '2023-06-01'),
('2022-03-28', 245871, 65, 19, 84, 252, 178, 430, 0.9, '2023-06-01'),
('2022-03-28', 326932, 111, 85, 196, 254, 11, 265, 0.9, '2023-06-01'),
('2022-03-28', 326327, 57, 38, 95, 219, 48, 267, 0.9, '2023-06-01'),
('2022-03-28', -1, 262, 240, 502, 225, 192, 417, 0.9, '2023-06-01'),
('2022-03-29', 327193, 254, 63, 317, 135, 117, 252, 0.9, '2023-06-01'),
('2022-03-29', 245971, 61, 36, 97, 113, 89, 202, 0.9, '2023-06-01'),
('2022-03-29', 245871, 291, 64, 355, 95, 43, 138, 0.9, '2023-06-01'),
('2022-03-29', 326932, 288, 39, 327, 138, 109, 247, 0.9, '2023-06-01'),
('2022-03-29', 326327, 241, 157, 398, 295, 58, 353, 0.9, '2023-06-01'),
('2022-03-29', -1, 197, 167, 364, 65, 24, 89, 0.9, '2023-06-01'),
('2022-03-30', 327193, 110, 72, 182, 197, 110, 307, 0.9, '2023-06-01'),
('2022-03-30', 245971, 62, 29, 91, 213, 106, 319, 0.9, '2023-06-01'),
('2022-03-30', 245871, 183, 142, 325, 240, 32, 272, 0.9, '2023-06-01'),
('2022-03-30', 326932, 202, 130, 332, 240, 109, 349, 0.9, '2023-06-01'),
('2022-03-30', 326327, 159, 102, 261, 290, 273, 563, 0.9, '2023-06-01'),
('2022-03-30', -1, 73, 26, 99, 134, 76, 210, 0.9, '2023-06-01'),
('2022-03-31', 327193, 77, 40, 117, 100, 18, 118, 0.9, '2023-06-01'),
('2022-03-31', 245971, 123, 91, 214, 120, 81, 201, 0.9, '2023-06-01'),
('2022-03-31', 245871, 126, 124, 250, 143, 90, 233, 0.9, '2023-06-01'),
('2022-03-31', 326932, 160, 137, 297, 187, 33, 220, 0.9, '2023-06-01'),
('2022-03-31', 326327, 101, 78, 179, 162, 23, 185, 0.9, '2023-06-01'),
('2022-03-31', -1, 248, 37, 285, 83, 66, 149, 0.9, '2023-06-01'),
('2022-04-01', 327193, 187, 18, 205, 186, 107, 293, 0.9, '2023-06-01'),
('2022-04-01', 245971, 155, 42, 197, 186, 78, 264, 0.9, '2023-06-01'),
('2022-04-01', 245871, 297, 86, 383, 251, 99, 350, 0.9, '2023-06-01'),
('2022-04-01', 326932, 52, 29, 81, 300, 103, 403, 0.9, '2023-06-01'),
('2022-04-01', 326327, 245, 118, 363, 101, 34, 135, 0.9, '2023-06-01'),
('2022-04-01', -1, 166, 32, 198, 251, 40, 291, 0.9, '2023-06-01'),
('2022-04-02', 327193, 240, 49, 289, 258, 138, 396, 0.9, '2023-06-01'),
('2022-04-02', 245971, 260, 39, 299, 79, 54, 133, 0.9, '2023-06-01'),
('2022-04-02', 245871, 223, 26, 249, 142, 105, 247, 0.9, '2023-06-01'),
('2022-04-02', 326932, 77, 27, 104, 260, 91, 351, 0.9, '2023-06-01'),
('2022-04-02', 326327, 254, 33, 287, 77, 50, 127, 0.9, '2023-06-01'),
('2022-04-02', -1, 142, 135, 277, 198, 16, 214, 0.9, '2023-06-01'),
('2022-04-03', 327193, 241, 193, 434, 215, 16, 231, 0.9, '2023-06-01'),
('2022-04-03', 245971, 196, 135, 331, 98, 78, 176, 0.9, '2023-06-01'),
('2022-04-03', 245871, 51, 43, 94, 77, 43, 120, 0.9, '2023-06-01'),
('2022-04-03', 326932, 264, 145, 409, 132, 38, 170, 0.9, '2023-06-01'),
('2022-04-03', 326327, 50, 13, 63, 50, 50, 100, 0.9, '2023-06-01'),
('2022-04-03', -1, 242, 181, 423, 265, 10, 275, 0.9, '2023-06-01'),
('2022-04-04', 327193, 145, 48, 193, 131, 21, 152, 0.9, '2023-06-01'),
('2022-04-04', 245971, 208, 160, 368, 248, 31, 279, 0.9, '2023-06-01'),
('2022-04-04', 245871, 134, 121, 255, 90, 47, 137, 0.9, '2023-06-01'),
('2022-04-04', 326932, 240, 32, 272, 78, 30, 108, 0.9, '2023-06-01'),
('2022-04-04', 326327, 156, 43, 199, 225, 28, 253, 0.9, '2023-06-01'),
('2022-04-04', -1, 257, 119, 376, 51, 39, 90, 0.9, '2023-06-01'),
('2022-04-05', 327193, 154, 119, 273, 78, 22, 100, 0.9, '2023-06-01'),
('2022-04-05', 245971, 106, 52, 158, 146, 71, 217, 0.9, '2023-06-01'),
('2022-04-05', 245871, 134, 36, 170, 270, 213, 483, 0.9, '2023-06-01'),
('2022-04-05', 326932, 259, 161, 420, 255, 134, 389, 0.9, '2023-06-01'),
('2022-04-05', 326327, 117, 114, 231, 269, 88, 357, 0.9, '2023-06-01'),
('2022-04-05', -1, 80, 74, 154, 263, 73, 336, 0.9, '2023-06-01'),
('2022-04-06', 327193, 292, 254, 546, 82, 43, 125, 0.9, '2023-06-01'),
('2022-04-06', 245971, 209, 173, 382, 153, 54, 207, 0.9, '2023-06-01'),
('2022-04-06', 245871, 67, 48, 115, 226, 144, 370, 0.9, '2023-06-01'),
('2022-04-06', 326932, 245, 193, 438, 190, 70, 260, 0.9, '2023-06-01'),
('2022-04-06', 326327, 61, 10, 71, 150, 30, 180, 0.9, '2023-06-01'),
('2022-04-06', -1, 53, 33, 86, 276, 19, 295, 0.9, '2023-06-01'),
('2022-04-07', 327193, 61, 40, 101, 156, 45, 201, 0.9, '2023-06-01'),
('2022-04-07', 245971, 222, 155, 377, 264, 23, 287, 0.9, '2023-06-01'),
('2022-04-07', 245871, 158, 45, 203, 92, 28, 120, 0.9, '2023-06-01'),
('2022-04-07', 326932, 237, 198, 435, 295, 141, 436, 0.9, '2023-06-01'),
('2022-04-07', 326327, 157, 86, 243, 277, 235, 512, 0.9, '2023-06-01'),
('2022-04-07', -1, 125, 58, 183, 162, 45, 207, 0.9, '2023-06-01'),
('2022-04-08', 327193, 131, 60, 191, 203, 37, 240, 0.9, '2023-06-01'),
('2022-04-08', 245971, 289, 257, 546, 56, 35, 91, 0.9, '2023-06-01'),
('2022-04-08', 245871, 181, 24, 205, 245, 171, 416, 0.9, '2023-06-01'),
('2022-04-08', 326932, 112, 41, 153, 166, 139, 305, 0.9, '2023-06-01'),
('2022-04-08', 326327, 190, 160, 350, 230, 114, 344, 0.9, '2023-06-01'),
('2022-04-08', -1, 90, 10, 100, 175, 86, 261, 0.9, '2023-06-01'),
('2022-04-09', 327193, 96, 59, 155, 109, 24, 133, 0.9, '2023-06-01'),
('2022-04-09', 245971, 222, 217, 439, 211, 124, 335, 0.9, '2023-06-01'),
('2022-04-09', 245871, 276, 64, 340, 261, 86, 347, 0.9, '2023-06-01'),
('2022-04-09', 326932, 138, 134, 272, 163, 131, 294, 0.9, '2023-06-01'),
('2022-04-09', 326327, 55, 19, 74, 173, 54, 227, 0.9, '2023-06-01'),
('2022-04-09', -1, 125, 70, 195, 275, 25, 300, 0.9, '2023-06-01'),
('2022-04-10', 327193, 186, 102, 288, 110, 12, 122, 0.9, '2023-06-01'),
('2022-04-10', 245971, 207, 60, 267, 247, 45, 292, 0.9, '2023-06-01'),
('2022-04-10', 245871, 284, 193, 477, 163, 40, 203, 0.9, '2023-06-01'),
('2022-04-10', 326932, 123, 36, 159, 105, 67, 172, 0.9, '2023-06-01'),
('2022-04-10', 326327, 231, 122, 353, 233, 126, 359, 0.9, '2023-06-01'),
('2022-04-10', -1, 104, 66, 170, 234, 28, 262, 0.9, '2023-06-01'),
('2022-04-11', 327193, 66, 36, 102, 274, 263, 537, 0.9, '2023-06-01'),
('2022-04-11', 245971, 76, 33, 109, 88, 58, 146, 0.9, '2023-06-01'),
('2022-04-11', 245871, 124, 60, 184, 106, 79, 185, 0.9, '2023-06-01'),
('2022-04-11', 326932, 147, 25, 172, 89, 10, 99, 0.9, '2023-06-01'),
('2022-04-11', 326327, 78, 71, 149, 154, 86, 240, 0.9, '2023-06-01'),
('2022-04-11', -1, 270, 118, 388, 222, 192, 414, 0.9, '2023-06-01'),
('2022-04-12', 327193, 141, 67, 208, 275, 38, 313, 0.9, '2023-06-01'),
('2022-04-12', 245971, 116, 30, 146, 198, 139, 337, 0.9, '2023-06-01'),
('2022-04-12', 245871, 214, 156, 370, 72, 65, 137, 0.9, '2023-06-01'),
('2022-04-12', 326932, 214, 212, 426, 165, 62, 227, 0.9, '2023-06-01'),
('2022-04-12', 326327, 249, 62, 311, 239, 10, 249, 0.9, '2023-06-01'),
('2022-04-12', -1, 226, 176, 402, 216, 81, 297, 0.9, '2023-06-01'),
('2022-04-13', 327193, 298, 119, 417, 169, 161, 330, 0.9, '2023-06-01'),
('2022-04-13', 245971, 189, 106, 295, 257, 178, 435, 0.9, '2023-06-01'),
('2022-04-13', 245871, 54, 23, 77, 288, 139, 427, 0.9, '2023-06-01'),
('2022-04-13', 326932, 183, 129, 312, 238, 37, 275, 0.9, '2023-06-01'),
('2022-04-13', 326327, 291, 231, 522, 258, 95, 353, 0.9, '2023-06-01'),
('2022-04-13', -1, 194, 65, 259, 192, 144, 336, 0.9, '2023-06-01'),
('2022-04-14', 327193, 260, 93, 353, 258, 112, 370, 0.9, '2023-06-01'),
('2022-04-14', 245971, 257, 152, 409, 106, 101, 207, 0.9, '2023-06-01'),
('2022-04-14', 245871, 172, 27, 199, 228, 215, 443, 0.9, '2023-06-01'),
('2022-04-14', 326932, 173, 63, 236, 212, 66, 278, 0.9, '2023-06-01'),
('2022-04-14', 326327, 141, 43, 184, 282, 56, 338, 0.9, '2023-06-01'),
('2022-04-14', -1, 113, 51, 164, 85, 64, 149, 0.9, '2023-06-01'),
('2022-04-15', 327193, 74, 49, 123, 140, 48, 188, 0.9, '2023-06-01'),
('2022-04-15', 245971, 236, 99, 335, 297, 282, 579, 0.9, '2023-06-01'),
('2022-04-15', 245871, 162, 48, 210, 76, 70, 146, 0.9, '2023-06-01'),
('2022-04-15', 326932, 201, 98, 299, 147, 123, 270, 0.9, '2023-06-01'),
('2022-04-15', 326327, 129, 83, 212, 298, 69, 367, 0.9, '2023-06-01'),
('2022-04-15', -1, 280, 201, 481, 282, 114, 396, 0.9, '2023-06-01'),
('2022-04-16', 327193, 176, 45, 221, 204, 183, 387, 0.9, '2023-06-01'),
('2022-04-16', 245971, 222, 173, 395, 220, 96, 316, 0.9, '2023-06-01'),
('2022-04-16', 245871, 150, 107, 257, 164, 123, 287, 0.9, '2023-06-01'),
('2022-04-16', 326932, 236, 149, 385, 293, 68, 361, 0.9, '2023-06-01'),
('2022-04-16', 326327, 115, 14, 129, 61, 13, 74, 0.9, '2023-06-01'),
('2022-04-16', -1, 286, 57, 343, 163, 121, 284, 0.9, '2023-06-01'),
('2022-04-17', 327193, 101, 101, 202, 255, 139, 394, 0.9, '2023-06-01'),
('2022-04-17', 245971, 185, 73, 258, 113, 13, 126, 0.9, '2023-06-01'),
('2022-04-17', 245871, 151, 97, 248, 131, 10, 141, 0.9, '2023-06-01'),
('2022-04-17', 326932, 166, 43, 209, 79, 16, 95, 0.9, '2023-06-01'),
('2022-04-17', 326327, 189, 180, 369, 176, 126, 302, 0.9, '2023-06-01'),
('2022-04-17', -1, 248, 224, 472, 235, 157, 392, 0.9, '2023-06-01'),
('2022-04-18', 327193, 242, 122, 364, 86, 64, 150, 0.9, '2023-06-01'),
('2022-04-18', 245971, 238, 25, 263, 209, 187, 396, 0.9, '2023-06-01'),
('2022-04-18', 245871, 136, 35, 171, 193, 54, 247, 0.9, '2023-06-01'),
('2022-04-18', 326932, 217, 153, 370, 86, 66, 152, 0.9, '2023-06-01'),
('2022-04-18', 326327, 288, 248, 536, 207, 192, 399, 0.9, '2023-06-01'),
('2022-04-18', -1, 101, 17, 118, 162, 114, 276, 0.9, '2023-06-01'),
('2022-04-19', 327193, 71, 51, 122, 163, 113, 276, 0.9, '2023-06-01'),
('2022-04-19', 245971, 207, 14, 221, 183, 145, 328, 0.9, '2023-06-01'),
('2022-04-19', 245871, 239, 201, 440, 214, 32, 246, 0.9, '2023-06-01'),
('2022-04-19', 326932, 234, 95, 329, 102, 70, 172, 0.9, '2023-06-01'),
('2022-04-19', 326327, 227, 171, 398, 189, 93, 282, 0.9, '2023-06-01'),
('2022-04-19', -1, 296, 27, 323, 163, 62, 225, 0.9, '2023-06-01'),
('2022-04-20', 327193, 124, 49, 173, 300, 29, 329, 0.9, '2023-06-01'),
('2022-04-20', 245971, 99, 34, 133, 126, 43, 169, 0.9, '2023-06-01'),
('2022-04-20', 245871, 197, 138, 335, 65, 36, 101, 0.9, '2023-06-01'),
('2022-04-20', 326932, 83, 21, 104, 189, 150, 339, 0.9, '2023-06-01'),
('2022-04-20', 326327, 93, 43, 136, 131, 66, 197, 0.9, '2023-06-01'),
('2022-04-20', -1, 140, 86, 226, 69, 31, 100, 0.9, '2023-06-01'),
('2022-04-21', 327193, 76, 28, 104, 166, 132, 298, 0.9, '2023-06-01'),
('2022-04-21', 245971, 87, 75, 162, 101, 89, 190, 0.9, '2023-06-01'),
('2022-04-21', 245871, 110, 92, 202, 121, 71, 192, 0.9, '2023-06-01'),
('2022-04-21', 326932, 104, 22, 126, 146, 42, 188, 0.9, '2023-06-01'),
('2022-04-21', 326327, 292, 94, 386, 175, 131, 306, 0.9, '2023-06-01'),
('2022-04-21', -1, 229, 150, 379, 280, 133, 413, 0.9, '2023-06-01'),
('2022-04-22', 327193, 245, 11, 256, 123, 104, 227, 0.9, '2023-06-01'),
('2022-04-22', 245971, 109, 75, 184, 223, 129, 352, 0.9, '2023-06-01'),
('2022-04-22', 245871, 216, 71, 287, 76, 11, 87, 0.9, '2023-06-01'),
('2022-04-22', 326932, 94, 22, 116, 258, 59, 317, 0.9, '2023-06-01'),
('2022-04-22', 326327, 242, 195, 437, 184, 80, 264, 0.9, '2023-06-01'),
('2022-04-22', -1, 129, 78, 207, 208, 20, 228, 0.9, '2023-06-01'),
('2022-04-23', 327193, 183, 21, 204, 86, 21, 107, 0.9, '2023-06-01'),
('2022-04-23', 245971, 249, 197, 446, 60, 26, 86, 0.9, '2023-06-01'),
('2022-04-23', 245871, 202, 175, 377, 292, 160, 452, 0.9, '2023-06-01'),
('2022-04-23', 326932, 239, 208, 447, 262, 209, 471, 0.9, '2023-06-01'),
('2022-04-23', 326327, 300, 242, 542, 220, 154, 374, 0.9, '2023-06-01'),
('2022-04-23', -1, 164, 144, 308, 259, 61, 320, 0.9, '2023-06-01'),
('2022-04-24', 327193, 272, 15, 287, 172, 114, 286, 0.9, '2023-06-01'),
('2022-04-24', 245971, 128, 17, 145, 53, 19, 72, 0.9, '2023-06-01'),
('2022-04-24', 245871, 242, 211, 453, 91, 60, 151, 0.9, '2023-06-01'),
('2022-04-24', 326932, 264, 104, 368, 140, 122, 262, 0.9, '2023-06-01'),
('2022-04-24', 326327, 260, 58, 318, 122, 110, 232, 0.9, '2023-06-01'),
('2022-04-24', -1, 170, 63, 233, 156, 65, 221, 0.9, '2023-06-01'),
('2022-04-25', 327193, 280, 174, 454, 55, 36, 91, 0.9, '2023-06-01'),
('2022-04-25', 245971, 229, 72, 301, 63, 50, 113, 0.9, '2023-06-01'),
('2022-04-25', 245871, 69, 13, 82, 290, 14, 304, 0.9, '2023-06-01'),
('2022-04-25', 326932, 106, 23, 129, 212, 209, 421, 0.9, '2023-06-01'),
('2022-04-25', 326327, 177, 130, 307, 143, 13, 156, 0.9, '2023-06-01'),
('2022-04-25', -1, 198, 94, 292, 137, 136, 273, 0.9, '2023-06-01'),
('2022-04-26', 327193, 195, 167, 362, 103, 25, 128, 0.9, '2023-06-01'),
('2022-04-26', 245971, 127, 116, 243, 242, 220, 462, 0.9, '2023-06-01'),
('2022-04-26', 245871, 272, 226, 498, 64, 15, 79, 0.9, '2023-06-01'),
('2022-04-26', 326932, 134, 79, 213, 247, 123, 370, 0.9, '2023-06-01'),
('2022-04-26', 326327, 102, 67, 169, 233, 15, 248, 0.9, '2023-06-01'),
('2022-04-26', -1, 190, 72, 262, 164, 69, 233, 0.9, '2023-06-01'),
('2022-04-27', 327193, 179, 166, 345, 149, 72, 221, 0.9, '2023-06-01'),
('2022-04-27', 245971, 133, 70, 203, 62, 13, 75, 0.9, '2023-06-01'),
('2022-04-27', 245871, 212, 171, 383, 248, 15, 263, 0.9, '2023-06-01'),
('2022-04-27', 326932, 280, 32, 312, 118, 80, 198, 0.9, '2023-06-01'),
('2022-04-27', 326327, 165, 141, 306, 214, 91, 305, 0.9, '2023-06-01'),
('2022-04-27', -1, 241, 36, 277, 259, 214, 473, 0.9, '2023-06-01'),
('2022-04-28', 327193, 125, 66, 191, 156, 128, 284, 0.9, '2023-06-01'),
('2022-04-28', 245971, 97, 31, 128, 229, 97, 326, 0.9, '2023-06-01'),
('2022-04-28', 245871, 143, 125, 268, 146, 46, 192, 0.9, '2023-06-01'),
('2022-04-28', 326932, 95, 60, 155, 65, 31, 96, 0.9, '2023-06-01'),
('2022-04-28', 326327, 76, 38, 114, 185, 22, 207, 0.9, '2023-06-01'),
('2022-04-28', -1, 268, 252, 520, 282, 220, 502, 0.9, '2023-06-01'),
('2022-04-29', 327193, 129, 69, 198, 194, 71, 265, 0.9, '2023-06-01'),
('2022-04-29', 245971, 108, 66, 174, 232, 82, 314, 0.9, '2023-06-01'),
('2022-04-29', 245871, 270, 157, 427, 115, 16, 131, 0.9, '2023-06-01'),
('2022-04-29', 326932, 221, 18, 239, 265, 125, 390, 0.9, '2023-06-01'),
('2022-04-29', 326327, 170, 33, 203, 159, 40, 199, 0.9, '2023-06-01'),
('2022-04-29', -1, 274, 57, 331, 95, 32, 127, 0.9, '2023-06-01'),
('2022-04-30', 327193, 264, 117, 381, 95, 46, 141, 0.9, '2023-06-01'),
('2022-04-30', 245971, 125, 103, 228, 222, 12, 234, 0.9, '2023-06-01'),
('2022-04-30', 245871, 123, 119, 242, 217, 55, 272, 0.9, '2023-06-01'),
('2022-04-30', 326932, 238, 96, 334, 299, 105, 404, 0.9, '2023-06-01'),
('2022-04-30', 326327, 162, 152, 314, 294, 209, 503, 0.9, '2023-06-01'),
('2022-04-30', -1, 241, 25, 266, 170, 66, 236, 0.9, '2023-06-01'),
('2022-05-01', 327193, 223, 38, 261, 282, 53, 335, 0.9, '2023-06-01'),
('2022-05-01', 245971, 157, 23, 180, 202, 142, 344, 0.9, '2023-06-01'),
('2022-05-01', 245871, 217, 170, 387, 63, 41, 104, 0.9, '2023-06-01'),
('2022-05-01', 326932, 56, 52, 108, 255, 240, 495, 0.9, '2023-06-01'),
('2022-05-01', 326327, 282, 264, 546, 221, 59, 280, 0.9, '2023-06-01'),
('2022-05-01', -1, 163, 96, 259, 114, 91, 205, 0.9, '2023-06-01'),
('2022-05-02', 327193, 160, 151, 311, 236, 54, 290, 0.9, '2023-06-01'),
('2022-05-02', 245971, 162, 127, 289, 250, 127, 377, 0.9, '2023-06-01'),
('2022-05-02', 245871, 139, 135, 274, 213, 110, 323, 0.9, '2023-06-01'),
('2022-05-02', 326932, 253, 159, 412, 56, 39, 95, 0.9, '2023-06-01'),
('2022-05-02', 326327, 264, 58, 322, 95, 35, 130, 0.9, '2023-06-01'),
('2022-05-02', -1, 149, 139, 288, 227, 176, 403, 0.9, '2023-06-01'),
('2022-05-03', 327193, 169, 67, 236, 132, 100, 232, 0.9, '2023-06-01'),
('2022-05-03', 245971, 152, 92, 244, 116, 57, 173, 0.9, '2023-06-01'),
('2022-05-03', 245871, 231, 38, 269, 105, 93, 198, 0.9, '2023-06-01'),
('2022-05-03', 326932, 192, 11, 203, 94, 47, 141, 0.9, '2023-06-01'),
('2022-05-03', 326327, 137, 84, 221, 51, 42, 93, 0.9, '2023-06-01'),
('2022-05-03', -1, 229, 196, 425, 257, 70, 327, 0.9, '2023-06-01'),
('2022-05-04', 327193, 277, 33, 310, 183, 126, 309, 0.9, '2023-06-01'),
('2022-05-04', 245971, 212, 158, 370, 167, 30, 197, 0.9, '2023-06-01'),
('2022-05-04', 245871, 134, 117, 251, 175, 165, 340, 0.9, '2023-06-01'),
('2022-05-04', 326932, 284, 267, 551, 98, 35, 133, 0.9, '2023-06-01'),
('2022-05-04', 326327, 137, 37, 174, 277, 56, 333, 0.9, '2023-06-01'),
('2022-05-04', -1, 278, 176, 454, 163, 15, 178, 0.9, '2023-06-01'),
('2022-05-05', 327193, 138, 89, 227, 115, 64, 179, 0.9, '2023-06-01'),
('2022-05-05', 245971, 109, 108, 217, 291, 30, 321, 0.9, '2023-06-01'),
('2022-05-05', 245871, 85, 66, 151, 67, 29, 96, 0.9, '2023-06-01'),
('2022-05-05', 326932, 95, 35, 130, 62, 46, 108, 0.9, '2023-06-01'),
('2022-05-05', 326327, 291, 205, 496, 225, 143, 368, 0.9, '2023-06-01'),
('2022-05-05', -1, 79, 70, 149, 247, 238, 485, 0.9, '2023-06-01'),
('2022-05-06', 327193, 50, 26, 76, 253, 137, 390, 0.9, '2023-06-01'),
('2022-05-06', 245971, 202, 192, 394, 245, 168, 413, 0.9, '2023-06-01'),
('2022-05-06', 245871, 105, 82, 187, 103, 28, 131, 0.9, '2023-06-01'),
('2022-05-06', 326932, 151, 114, 265, 89, 33, 122, 0.9, '2023-06-01'),
('2022-05-06', 326327, 196, 149, 345, 245, 212, 457, 0.9, '2023-06-01'),
('2022-05-06', -1, 299, 220, 519, 156, 33, 189, 0.9, '2023-06-01'),
('2022-05-07', 327193, 110, 79, 189, 75, 48, 123, 0.9, '2023-06-01'),
('2022-05-07', 245971, 229, 141, 370, 129, 48, 177, 0.9, '2023-06-01'),
('2022-05-07', 245871, 134, 45, 179, 210, 99, 309, 0.9, '2023-06-01'),
('2022-05-07', 326932, 113, 99, 212, 96, 46, 142, 0.9, '2023-06-01'),
('2022-05-07', 326327, 256, 187, 443, 246, 70, 316, 0.9, '2023-06-01'),
('2022-05-07', -1, 80, 61, 141, 271, 240, 511, 0.9, '2023-06-01'),
('2022-05-08', 327193, 178, 114, 292, 252, 105, 357, 0.9, '2023-06-01'),
('2022-05-08', 245971, 272, 30, 302, 104, 24, 128, 0.9, '2023-06-01'),
('2022-05-08', 245871, 148, 16, 164, 186, 165, 351, 0.9, '2023-06-01'),
('2022-05-08', 326932, 253, 227, 480, 107, 26, 133, 0.9, '2023-06-01'),
('2022-05-08', 326327, 83, 30, 113, 161, 154, 315, 0.9, '2023-06-01'),
('2022-05-08', -1, 210, 117, 327, 175, 53, 228, 0.9, '2023-06-01'),
('2022-05-09', 327193, 276, 269, 545, 172, 119, 291, 0.9, '2023-06-01'),
('2022-05-09', 245971, 62, 31, 93, 110, 50, 160, 0.9, '2023-06-01'),
('2022-05-09', 245871, 78, 16, 94, 272, 71, 343, 0.9, '2023-06-01'),
('2022-05-09', 326932, 95, 46, 141, 136, 128, 264, 0.9, '2023-06-01'),
('2022-05-09', 326327, 299, 90, 389, 287, 199, 486, 0.9, '2023-06-01'),
('2022-05-09', -1, 294, 185, 479, 256, 233, 489, 0.9, '2023-06-01'),
('2022-05-10', 327193, 194, 67, 261, 86, 79, 165, 0.9, '2023-06-01'),
('2022-05-10', 245971, 91, 69, 160, 140, 82, 222, 0.9, '2023-06-01'),
('2022-05-10', 245871, 139, 27, 166, 121, 93, 214, 0.9, '2023-06-01'),
('2022-05-10', 326932, 269, 32, 301, 267, 37, 304, 0.9, '2023-06-01'),
('2022-05-10', 326327, 285, 151, 436, 174, 88, 262, 0.9, '2023-06-01'),
('2022-05-10', -1, 275, 24, 299, 246, 235, 481, 0.9, '2023-06-01'),
('2022-05-11', 327193, 139, 94, 233, 233, 122, 355, 0.9, '2023-06-01'),
('2022-05-11', 245971, 89, 75, 164, 195, 156, 351, 0.9, '2023-06-01'),
('2022-05-11', 245871, 80, 23, 103, 144, 20, 164, 0.9, '2023-06-01'),
('2022-05-11', 326932, 216, 74, 290, 110, 19, 129, 0.9, '2023-06-01'),
('2022-05-11', 326327, 172, 122, 294, 171, 30, 201, 0.9, '2023-06-01'),
('2022-05-11', -1, 127, 35, 162, 97, 14, 111, 0.9, '2023-06-01'),
('2022-05-12', 327193, 53, 12, 65, 96, 19, 115, 0.9, '2023-06-01'),
('2022-05-12', 245971, 184, 99, 283, 162, 151, 313, 0.9, '2023-06-01'),
('2022-05-12', 245871, 283, 122, 405, 251, 226, 477, 0.9, '2023-06-01'),
('2022-05-12', 326932, 165, 123, 288, 209, 74, 283, 0.9, '2023-06-01'),
('2022-05-12', 326327, 229, 202, 431, 161, 95, 256, 0.9, '2023-06-01'),
('2022-05-12', -1, 73, 69, 142, 252, 106, 358, 0.9, '2023-06-01'),
('2022-05-13', 327193, 238, 56, 294, 90, 19, 109, 0.9, '2023-06-01'),
('2022-05-13', 245971, 65, 38, 103, 159, 123, 282, 0.9, '2023-06-01'),
('2022-05-13', 245871, 186, 88, 274, 141, 96, 237, 0.9, '2023-06-01'),
('2022-05-13', 326932, 181, 177, 358, 54, 53, 107, 0.9, '2023-06-01'),
('2022-05-13', 326327, 52, 26, 78, 149, 113, 262, 0.9, '2023-06-01'),
